timestamp,minute,requests,successes,error_rate,p50_latency,p95_latency,p99_latency,mean_latency,throughput_req_per_sec,throughput_embed_per_sec,rss_mb,cpu_percent,threads,open_files,timestamp_drift_ms
2025-10-27 13:33:26,1,18,1,0.9444444444444444,554.2349815368652,554.2349815368652,554.2349815368652,554.2349815368652,0.3,1.2,84.703125,0.0,4,10,0.0
